timestamp,sensor_id,intersection_name,vehicle_count,average_speed_kmh,weather_condition
2026-04-09T22:07:58Z,SENS-006,Hitech City Signal,23,52.52,Drizzle
2026-04-09T22:10:07Z,SENS-010,Secunderabad Clock Tower,30,23.93,Drizzle
2026-04-09T22:15:31Z,SENS-010,Secunderabad Clock Tower,20,72.72,Clear
2026-04-09T22:16:26Z,SENS-009,Kukatpally Housing Board,7,28.64,Cloudy
2026-04-09T22:18:44Z,SENS-004,Madhapur IT Corridor,7,57.21,Cloudy
2026-04-09T22:29:02Z,SENS-003,Ameerpet Crossroads,22,28.3,Clear
2026-04-09T22:35:11Z,SENS-009,Kukatpally Housing Board,17,24.27,Cloudy
2026-04-09T22:40:24Z,SENS-010,Secunderabad Clock Tower,22,55.35,Cloudy
2026-04-09T22:42:32Z,SENS-006,Hitech City Signal,7,21.13,Light Rain
2026-04-09T22:54:55Z,SENS-008,LB Nagar Crossroads,5,17.48,Fog
2026-04-09T22:56:00Z,SENS-004,Madhapur IT Corridor,12,43.25,Drizzle
2026-04-09T23:10:21Z,SENS-002,Gachibowli Junction,14,53.14,Light Rain
2026-04-09T23:14:33Z,SENS-012,PVNR Expressway Toll,30,27.03,Fog
2026-04-09T23:16:51Z,SENS-009,Kukatpally Housing Board,19,49.76,Light Rain
2026-04-09T23:31:14Z,SENS-009,Kukatpally Housing Board,26,40.57,Clear
2026-04-09T23:32:18Z,SENS-009,Kukatpally Housing Board,25,43.13,Cloudy
2026-04-09T23:39:16Z,SENS-006,Hitech City Signal,20,26.95,Fog
2026-04-09T23:39:38Z,SENS-008,LB Nagar Crossroads,17,31.41,Clear
2026-04-09T23:50:22Z,SENS-007,Begumpet Flyover,7,54.24,Cloudy
2026-04-09T23:53:14Z,SENS-006,Hitech City Signal,30,29.54,Cloudy
2026-04-10T00:01:43Z,SENS-009,Kukatpally Housing Board,12,34.3,Clear
2026-04-10T00:02:48Z,SENS-009,Kukatpally Housing Board,31,53.86,Cloudy
2026-04-10T00:03:53Z,SENS-006,Hitech City Signal,6,13.76,Heavy Rain
2026-04-10T00:05:17Z,SENS-002,Gachibowli Junction,21,22.99,Heavy Rain
2026-04-10T00:05:40Z,SENS-002,Gachibowli Junction,25,54.11,Clear
2026-04-10T00:11:50Z,SENS-006,Hitech City Signal,18,27.34,Light Rain
2026-04-10T00:12:30Z,SENS-005,Tank Bund Road,22,70.38,Clear
2026-04-10T00:18:11Z,SENS-009,Kukatpally Housing Board,8,31.88,Drizzle
2026-04-10T00:21:06Z,SENS-004,Madhapur IT Corridor,17,35.93,Cloudy
2026-04-10T00:22:30Z,SENS-006,Hitech City Signal,36,48.93,Clear
2026-04-10T00:27:12Z,SENS-008,LB Nagar Crossroads,4,17.8,Light Rain
2026-04-10T00:29:25Z,SENS-006,Hitech City Signal,24,36.84,Cloudy
2026-04-10T00:35:22Z,SENS-003,Ameerpet Crossroads,32,20.43,Cloudy
2026-04-10T00:36:28Z,SENS-011,Mehdipatnam Bus Stand,27,27.03,Clear
2026-04-10T00:38:55Z,SENS-001,Jubilee Hills Checkpost,35,59.53,Clear
2026-04-10T00:42:29Z,SENS-002,Gachibowli Junction,12,62.83,Clear
2026-04-10T00:44:01Z,SENS-009,Kukatpally Housing Board,30,38.81,Light Rain
2026-04-10T00:51:51Z,SENS-001,Jubilee Hills Checkpost,13,44.88,Cloudy
2026-04-10T00:53:17Z,SENS-011,Mehdipatnam Bus Stand,39,49.2,Clear
2026-04-10T01:05:30Z,SENS-007,Begumpet Flyover,4,63.02,Light Rain
2026-04-10T01:07:53Z,SENS-006,Hitech City Signal,6,53.82,Clear
2026-04-10T01:19:11Z,SENS-004,Madhapur IT Corridor,18,51.36,Light Rain
2026-04-10T01:19:12Z,SENS-008,LB Nagar Crossroads,7,57.82,Cloudy
2026-04-10T01:29:19Z,SENS-007,Begumpet Flyover,32,50.91,Cloudy
2026-04-10T01:37:25Z,SENS-010,Secunderabad Clock Tower,29,21.45,Clear
2026-04-10T01:41:20Z,SENS-005,Tank Bund Road,8,49.25,Clear
2026-04-10T01:42:44Z,SENS-011,Mehdipatnam Bus Stand,9,50.03,Heavy Rain
2026-04-10T01:43:58Z,SENS-008,LB Nagar Crossroads,13,70.32,Cloudy
2026-04-10T01:49:50Z,SENS-009,Kukatpally Housing Board,15,56.26,Cloudy
2026-04-10T01:57:14Z,SENS-008,LB Nagar Crossroads,20,29.04,Fog
2026-04-10T01:58:39Z,SENS-006,Hitech City Signal,37,26.46,Cloudy
2026-04-10T01:59:32Z,SENS-001,Jubilee Hills Checkpost,22,66.84,Cloudy
2026-04-10T02:03:04Z,SENS-010,Secunderabad Clock Tower,21,60.11,Cloudy
2026-04-10T02:07:45Z,SENS-005,Tank Bund Road,12,69.27,Clear
2026-04-10T02:13:34Z,SENS-004,Madhapur IT Corridor,5,33.89,Clear
2026-04-10T02:18:30Z,SENS-008,LB Nagar Crossroads,13,23.91,Cloudy
2026-04-10T02:18:34Z,SENS-011,Mehdipatnam Bus Stand,33,37.99,Drizzle
2026-04-10T02:32:41Z,SENS-007,Begumpet Flyover,17,16.8,Heavy Rain
2026-04-10T02:36:27Z,SENS-004,Madhapur IT Corridor,32,50.63,Cloudy
2026-04-10T02:40:49Z,SENS-010,Secunderabad Clock Tower,36,32.0,Clear
2026-04-10T02:41:34Z,SENS-010,Secunderabad Clock Tower,6,59.02,Light Rain
2026-04-10T02:46:33Z,SENS-002,Gachibowli Junction,4,20.71,Drizzle
2026-04-10T02:54:09Z,SENS-003,Ameerpet Crossroads,8,37.27,Clear
2026-04-10T02:59:05Z,SENS-007,Begumpet Flyover,17,32.71,Clear
2026-04-10T03:00:32Z,SENS-005,Tank Bund Road,30,45.99,Clear
2026-04-10T03:03:30Z,SENS-005,Tank Bund Road,23,18.26,Clear
2026-04-10T03:12:03Z,SENS-003,Ameerpet Crossroads,18,37.72,Cloudy
2026-04-10T03:12:13Z,SENS-003,Ameerpet Crossroads,15,47.92,Clear
2026-04-10T03:13:44Z,SENS-009,Kukatpally Housing Board,5,58.82,Clear
2026-04-10T03:28:47Z,SENS-004,Madhapur IT Corridor,5,74.02,Cloudy
2026-04-10T03:29:25Z,SENS-001,Jubilee Hills Checkpost,16,19.71,Cloudy
2026-04-10T03:30:54Z,SENS-011,Mehdipatnam Bus Stand,25,46.69,Cloudy
2026-04-10T03:47:27Z,SENS-005,Tank Bund Road,5,40.15,Drizzle
2026-04-10T03:48:57Z,SENS-004,Madhapur IT Corridor,27,38.59,Cloudy
2026-04-10T03:53:40Z,SENS-003,Ameerpet Crossroads,27,29.23,Clear
2026-04-10T03:53:51Z,SENS-011,Mehdipatnam Bus Stand,20,36.11,Clear
2026-04-10T03:58:52Z,SENS-003,Ameerpet Crossroads,24,26.21,Fog
2026-04-10T04:02:46Z,SENS-004,Madhapur IT Corridor,23,67.46,Cloudy
2026-04-10T04:02:54Z,SENS-006,Hitech City Signal,20,36.97,Clear
2026-04-10T04:03:18Z,SENS-008,LB Nagar Crossroads,25,22.29,Cloudy
2026-04-10T04:03:47Z,SENS-012,PVNR Expressway Toll,24,29.84,Cloudy
2026-04-10T04:06:49Z,SENS-008,LB Nagar Crossroads,31,40.1,Drizzle
2026-04-10T04:13:34Z,SENS-004,Madhapur IT Corridor,27,18.15,Clear
2026-04-10T04:20:09Z,SENS-007,Begumpet Flyover,11,39.18,Cloudy
2026-04-10T04:24:01Z,SENS-008,LB Nagar Crossroads,24,21.65,Clear
2026-04-10T04:42:39Z,SENS-009,Kukatpally Housing Board,11,13.71,Heavy Rain
2026-04-10T04:45:25Z,SENS-002,Gachibowli Junction,20,63.32,Cloudy
2026-04-10T04:46:26Z,SENS-002,Gachibowli Junction,23,50.79,Clear
2026-04-10T04:47:07Z,SENS-010,Secunderabad Clock Tower,16,26.64,Clear
2026-04-10T04:49:47Z,SENS-004,Madhapur IT Corridor,21,62.23,Drizzle
2026-04-10T04:51:47Z,SENS-003,Ameerpet Crossroads,39,42.91,Clear
2026-04-10T04:57:00Z,SENS-005,Tank Bund Road,16,39.1,Clear
2026-04-10T05:05:47Z,SENS-008,LB Nagar Crossroads,69,47.19,Clear
2026-04-10T05:06:13Z,SENS-007,Begumpet Flyover,56,37.32,Clear
2026-04-10T05:08:00Z,SENS-003,Ameerpet Crossroads,40,23.63,Clear
2026-04-10T05:09:06Z,SENS-010,Secunderabad Clock Tower,82,43.81,Clear
2026-04-10T05:20:27Z,SENS-006,Hitech City Signal,31,37.34,Fog
2026-04-10T05:22:22Z,SENS-011,Mehdipatnam Bus Stand,55,17.26,Light Rain
2026-04-10T05:22:58Z,SENS-002,Gachibowli Junction,43,30.48,Cloudy
2026-04-10T05:24:35Z,SENS-012,PVNR Expressway Toll,46,53.63,Clear
2026-04-10T05:39:35Z,SENS-008,LB Nagar Crossroads,34,66.04,Clear
2026-04-10T05:40:37Z,SENS-002,Gachibowli Junction,41,62.54,Cloudy
2026-04-10T05:47:38Z,SENS-007,Begumpet Flyover,58,20.2,Cloudy
2026-04-10T05:51:09Z,SENS-005,Tank Bund Road,60,17.83,Heavy Rain
2026-04-10T05:53:17Z,SENS-004,Madhapur IT Corridor,50,26.48,Clear
2026-04-10T05:55:45Z,SENS-004,Madhapur IT Corridor,40,64.0,Clear
2026-04-10T06:01:26Z,SENS-007,Begumpet Flyover,51,37.79,Clear
2026-04-10T06:03:32Z,SENS-004,Madhapur IT Corridor,47,30.1,Cloudy
2026-04-10T06:07:44Z,SENS-001,Jubilee Hills Checkpost,87,34.69,Clear
2026-04-10T06:19:46Z,SENS-004,Madhapur IT Corridor,45,19.73,Light Rain
2026-04-10T06:20:22Z,SENS-010,Secunderabad Clock Tower,63,29.58,Clear
2026-04-10T06:21:01Z,SENS-001,Jubilee Hills Checkpost,25,15.73,Heavy Rain
2026-04-10T06:23:36Z,SENS-004,Madhapur IT Corridor,57,28.65,Clear
2026-04-10T06:25:06Z,SENS-002,Gachibowli Junction,32,56.11,Clear
2026-04-10T06:27:18Z,SENS-004,Madhapur IT Corridor,47,51.86,Clear
2026-04-10T06:32:21Z,SENS-010,Secunderabad Clock Tower,55,25.86,Clear
2026-04-10T06:38:43Z,SENS-007,Begumpet Flyover,48,32.22,Fog
2026-04-10T06:42:59Z,SENS-005,Tank Bund Road,62,33.61,Cloudy
2026-04-10T06:47:36Z,SENS-008,LB Nagar Crossroads,54,32.63,Cloudy
2026-04-10T06:54:55Z,SENS-004,Madhapur IT Corridor,34,49.78,Cloudy
2026-04-10T06:58:13Z,SENS-009,Kukatpally Housing Board,64,54.24,Cloudy
2026-04-10T07:05:11Z,SENS-005,Tank Bund Road,34,31.89,Cloudy
2026-04-10T07:06:51Z,SENS-003,Ameerpet Crossroads,71,53.29,Cloudy
2026-04-10T07:11:21Z,SENS-003,Ameerpet Crossroads,70,24.83,Fog
2026-04-10T07:13:29Z,SENS-001,Jubilee Hills Checkpost,32,29.66,Cloudy
2026-04-10T07:13:59Z,SENS-012,PVNR Expressway Toll,79,16.49,Light Rain
2026-04-10T07:16:49Z,SENS-009,Kukatpally Housing Board,56,52.45,Clear
2026-04-10T07:24:07Z,SENS-011,Mehdipatnam Bus Stand,83,52.68,Clear
2026-04-10T07:28:26Z,SENS-006,Hitech City Signal,70,56.82,Clear
2026-04-10T07:38:16Z,SENS-009,Kukatpally Housing Board,72,49.79,Clear
2026-04-10T07:39:59Z,SENS-002,Gachibowli Junction,40,32.45,Light Rain
2026-04-10T07:47:05Z,SENS-008,LB Nagar Crossroads,30,49.2,Heavy Rain
2026-04-10T07:48:19Z,SENS-006,Hitech City Signal,48,54.76,Clear
2026-04-10T07:48:44Z,SENS-004,Madhapur IT Corridor,73,50.21,Cloudy
2026-04-10T08:03:21Z,SENS-011,Mehdipatnam Bus Stand,129,13.58,Cloudy
2026-04-10T08:08:02Z,SENS-003,Ameerpet Crossroads,178,15.7,Clear
2026-04-10T08:16:33Z,SENS-002,Gachibowli Junction,104,26.88,Light Rain
2026-04-10T08:27:28Z,SENS-006,Hitech City Signal,153,14.0,Fog
2026-04-10T08:29:16Z,SENS-001,Jubilee Hills Checkpost,81,27.12,Cloudy
2026-04-10T08:32:26Z,SENS-011,Mehdipatnam Bus Stand,130,23.96,Cloudy
2026-04-10T08:32:49Z,SENS-001,Jubilee Hills Checkpost,114,29.16,Cloudy
2026-04-10T08:34:56Z,SENS-001,Jubilee Hills Checkpost,92,41.31,Clear
2026-04-10T08:47:37Z,SENS-012,PVNR Expressway Toll,72,43.89,Light Rain
2026-04-10T08:50:44Z,SENS-005,Tank Bund Road,93,19.05,Clear
2026-04-10T08:53:40Z,SENS-004,Madhapur IT Corridor,193,11.34,Clear
2026-04-10T08:59:59Z,SENS-001,Jubilee Hills Checkpost,157,20.53,Clear
2026-04-10T09:02:25Z,SENS-007,Begumpet Flyover,188,11.48,Cloudy
2026-04-10T09:03:55Z,SENS-007,Begumpet Flyover,183,17.46,Clear
2026-04-10T09:13:56Z,SENS-005,Tank Bund Road,166,17.06,Cloudy
2026-04-10T09:14:55Z,SENS-010,Secunderabad Clock Tower,149,26.24,Clear
2026-04-10T09:15:40Z,SENS-001,Jubilee Hills Checkpost,131,24.63,Heavy Rain
2026-04-10T09:15:56Z,SENS-012,PVNR Expressway Toll,175,7.12,Drizzle
2026-04-10T09:17:46Z,SENS-011,Mehdipatnam Bus Stand,122,28.23,Light Rain
2026-04-10T09:29:14Z,SENS-004,Madhapur IT Corridor,86,33.64,Clear
2026-04-10T09:34:11Z,SENS-001,Jubilee Hills Checkpost,152,12.72,Clear
2026-04-10T09:41:05Z,SENS-004,Madhapur IT Corridor,199,11.24,Clear
2026-04-10T09:42:43Z,SENS-001,Jubilee Hills Checkpost,162,23.92,Light Rain
2026-04-10T09:47:14Z,SENS-005,Tank Bund Road,154,12.27,Cloudy
2026-04-10T09:49:16Z,SENS-010,Secunderabad Clock Tower,184,21.96,Cloudy
2026-04-10T10:02:29Z,SENS-001,Jubilee Hills Checkpost,162,19.5,Clear
2026-04-10T10:10:09Z,SENS-011,Mehdipatnam Bus Stand,177,10.79,Light Rain
2026-04-10T10:14:34Z,SENS-006,Hitech City Signal,84,42.53,Cloudy
